CD,CL,Cm,CYb,Cnb,Clb,CLq,Cmq,CLad,Cmad,Clp,CYp,Cnp,Cnr,Clr
0.006856617647059,0.000000000000000,0.000000000000000,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.007726158257604,0.049815948214533,-0.013637268511236,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.010277039381801,0.097948063130452,-0.02663586941534,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.014424622972156,0.144406144061629,-0.039019252423017,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.020086851751381,0.189201162424085,-0.050810025040609,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.027184187432044,0.232345185830409,-0.062029982440171,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.03563954976199,0.2738513062026,-0.072700136431623,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.045378256482797,0.313733571651573,-0.082840743534177,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.056327964270329,0.352006921888788,-0.092471332149115,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.068418610710649,0.388687126951656,-0.101610728840184,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.08158235735086,0.423790729039655,-0.110277083731378,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.095753533852562,0.457334987272398,-0.118487895034833,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.110868583265467,0.4893378251944,-0.126260032723986,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.126866008430007,0.519817780863881,-0.133609761369181,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.14368631951037,0.548793959374763,-0.140552762154498,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.161271982653157,0.576285987672053,-0.147104154095867,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.179567369761674,0.602313971531135,-0.153278514481544,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.198518709371522,0.626898454581109,-0.159089898556719,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.218074038609675,0.650060379261257,-0.164551858474581,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.238183156216381,0.671821049608121,-0.169677461536471,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
0.258797576607067,0.692202095778366,-0.17447930774392,-0.001827,0.000228,-0.0002508,0.1047,-0.1954,0.02261,-0.06881,-0.007199,-0.0001978,-0.000241,-0.0002715,0.0008263
